blind_review_id,current_label,loop106_focus_bucket,loop106_focus_reasons,review_tags,content_evidence_fields,source_size_bytes,file_entropy,pe_parse_status,pe_number_of_sections,pe_section_names,pe_has_import_directory,pe_import_directory_size,pe_has_resource_directory,pe_resource_directory_size,pe_has_security_directory,pe_security_directory_size,overlay_size,overlay_entropy,overlay_after_security_size,overlay_after_security_entropy,duplicate_manifest_sha_group,manifest_duplicate_group_size,objective_issue_count,objective_issue_flags
blind-00178,0,benign_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|has_security_directory|large_resource_directory|benign_label_malware_like_static_shape,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,3290720,7.973380,ok,6,code|data|bss|.idata|.reloc|.rsrc,true,834,true,3267072,true,10336,10336,7.662812,0,,false,,0,
blind-00783,1,malicious_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|many_sections|has_security_directory,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,36331448,7.817132,ok,10,.text|.clr_uef|.rdata|.data|.pdata|.didat|section|_rdata|.rsrc|.reloc,true,360,true,1348620,true,10528,26692536,7.997311,0,,false,,0,
blind-00986,1,malicious_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|many_sections|has_security_directory,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,52287344,7.890535,ok,10,.text|.clr_uef|.rdata|.data|.pdata|.didat|section|_rdata|.rsrc|.reloc,true,360,true,1545412,true,12000,42451312,7.997508,0,,false,,0,
blind-01402,1,malicious_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|many_sections|has_security_directory,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,36214056,7.816348,ok,10,.text|.clr_uef|.rdata|.data|.pdata|.didat|section|_rdata|.rsrc|.reloc,true,360,true,1348540,true,11720,26575656,7.997245,0,,false,,0,
blind-01493,1,malicious_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|many_sections|has_security_directory,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,36333184,7.817154,ok,10,.text|.clr_uef|.rdata|.data|.pdata|.didat|section|_rdata|.rsrc|.reloc,true,360,true,1348684,true,10528,26694272,7.997308,0,,false,,0,
blind-01571,1,malicious_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|many_sections|has_security_directory,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,36333296,7.817158,ok,10,.text|.clr_uef|.rdata|.data|.pdata|.didat|section|_rdata|.rsrc|.reloc,true,360,true,1348748,true,10528,26694384,7.997309,0,,false,,0,
blind-01619,1,malicious_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|many_sections|has_security_directory,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,36331464,7.817135,ok,10,.text|.clr_uef|.rdata|.data|.pdata|.didat|section|_rdata|.rsrc|.reloc,true,360,true,1348620,true,10528,26692552,7.997311,0,,false,,0,
blind-01628,1,malicious_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|many_sections|has_security_directory,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,36333216,7.817155,ok,10,.text|.clr_uef|.rdata|.data|.pdata|.didat|section|_rdata|.rsrc|.reloc,true,360,true,1348684,true,10528,26694304,7.997308,0,,false,,0,
blind-01857,1,malicious_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|many_sections|has_security_directory|large_resource_directory,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,10163696,7.557421,ok,8,.text|.data|.tls|.idata|.didata|.edata|.rsrc|.reloc,true,15440,true,5254144,true,9712,9712,7.487521,0,,false,,0,
blind-00964,0,benign_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|has_security_directory|large_resource_directory|benign_label_malware_like_static_shape,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,4763488,7.088813,ok,5,.text|.rdata|.data|.rsrc|.reloc,true,60,true,4687576,true,8544,8544,7.395413,0,,false,,0,
blind-01825,0,benign_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|has_security_directory|large_resource_directory|benign_label_malware_like_static_shape,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,4626496,7.610518,ok,5,.text|.rdata|.data|.rsrc|.reloc,true,320,true,2806628,true,8256,8256,7.507881,0,,false,,0,
blind-00152,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,1132608,6.490492,ok,7,.text|.rdata|.data|.rsrc|.reloc|.enigma1|.enigma2,true,5180,true,107432,false,0,17472,7.466322,17472,7.466322,false,,0,
blind-01040,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,779528,6.618836,ok,7,.text|.rdata|.data|.rsrc|.reloc|.enigma1|.enigma2,true,5180,true,2664,false,0,16136,7.419048,16136,7.419048,false,,0,
blind-00021,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,651440,6.815586,ok,7,.text|.rdata|.data|.rsrc|.reloc|.enigma1|.enigma2,true,5180,true,94384,false,0,16048,7.438619,16048,7.438619,false,,0,
blind-00774,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,577704,6.636553,ok,6,.text|.rdata|.data|.rsrc|.enigma1|.enigma2,true,5180,true,1416,false,0,16040,7.425405,16040,7.425405,false,,0,
blind-01296,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,528552,6.686561,ok,6,.text|.rdata|.data|.rsrc|.enigma1|.enigma2,true,5180,true,1352,false,0,16040,7.431574,16040,7.431574,false,,0,
blind-00038,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,657056,6.667400,ok,7,.text|.rdata|.data|.rsrc|.reloc|.enigma1|.enigma2,true,5180,true,1416,false,0,16032,7.427653,16032,7.427653,false,,0,
blind-00684,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,524960,6.683562,ok,6,.text|.rdata|.data|.rsrc|.enigma1|.enigma2,true,5180,true,1376,false,0,16032,7.429371,16032,7.429371,false,,0,
blind-01000,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,3125920,6.329706,ok,7,.text|.rdata|.data|.rsrc|.reloc|.enigma1|.enigma2,true,5180,true,1669184,false,0,16032,7.432676,16032,7.432676,false,,0,
blind-01084,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,567968,6.642866,ok,6,.text|.rdata|.data|.rsrc|.enigma1|.enigma2,true,5180,true,1352,false,0,16032,7.426755,16032,7.426755,false,,0,
blind-01689,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,550560,6.739859,ok,7,.text|.rdata|.data|.rsrc|.reloc|.enigma1|.enigma2,true,5180,true,1416,false,0,16032,7.421713,16032,7.421713,false,,0,
blind-01411,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,544920,6.733788,ok,7,.text|.rdata|.data|.rsrc|.reloc|.enigma1|.enigma2,true,5180,true,1328,false,0,16024,7.428186,16024,7.428186,false,,0,
blind-01595,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,1047192,6.458851,ok,7,.text|.rdata|.data|.rsrc|.reloc|.enigma1|.enigma2,true,5180,true,107432,false,0,16024,7.433747,16024,7.433747,false,,0,
blind-00011,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,1045128,6.602116,ok,7,.text|.rdata|.data|.rsrc|.reloc|.enigma1|.enigma2,true,5180,true,363352,false,0,16008,7.427241,16008,7.427241,false,,0,
blind-00398,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,570480,6.731395,ok,7,.text|.rdata|.data|.rsrc|.reloc|.enigma1|.enigma2,true,5180,true,1344,false,0,15984,7.433373,15984,7.433373,false,,0,
blind-01266,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,96878,6.031994,ok,5,.text|.rdata|.data|.ndata|.rsrc,true,160,true,46592,false,0,15982,7.988417,15982,7.988417,false,,0,
blind-01806,1,malicious_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|many_sections|has_security_directory,has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,69570392,7.997218,ok,9,.text|.data|.rdata|.pdata|.xdata|.bss|.idata|.crt|.tls,true,7352,false,0,true,11776,68519768,7.998424,0,,false,,0,
blind-00015,0,benign_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|has_security_directory|large_resource_directory|benign_label_malware_like_static_shape,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,3175832,7.995340,ok,3,.text|.data|.rsrc,true,140,true,3127852,true,6040,6040,7.371543,0,,false,,0,
blind-00066,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,2057320,6.729994,ok,6,.text|.rdata|.data|.rsrc|.enigma1|.enigma2,true,5180,true,41400,false,0,13416,7.341277,13416,7.341277,false,,0,
blind-00039,0,benign_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|has_security_directory|benign_label_malware_like_static_shape,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,12439728,7.994938,ok,7,.text|.rdata|.data|.pdata|_rdata|.rsrc|.reloc,true,120,true,62500,true,9640,12106928,7.998393,0,,false,,0,
blind-00082,0,benign_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|has_security_directory|benign_label_malware_like_static_shape,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,3219511,7.982494,ok,5,.text|.rdata|.data|.ndata|.rsrc,true,160,true,64984,true,10264,3119159,7.997969,0,,false,,0,
blind-00140,0,benign_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|has_security_directory|benign_label_malware_like_static_shape,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,2612832,7.974924,ok,3,upx0|upx1|.rsrc,true,532,true,136016,true,10560,2451552,7.999920,0,,false,,0,
blind-00228,0,benign_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|has_security_directory|benign_label_malware_like_static_shape,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,34379944,7.998220,ok,7,.text|.rdata|.data|.pdata|_rdata|.rsrc|.reloc,true,120,true,62500,true,9640,34047144,7.999153,0,,false,,0,
blind-00349,1,malicious_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|has_security_directory|large_resource_directory,has_resource_directory|has_security_directory|overlay_present,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,10554544,7.071413,ok,5,.text|.rdata|.data|.rsrc|.reloc,true,380,true,2472233,true,15008,3927728,7.077550,0,,false,,0,
blind-00408,0,benign_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|has_security_directory|benign_label_malware_like_static_shape,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,649688,7.942469,ok,5,.text|.rdata|.data|.ndata|.rsrc,true,160,true,45808,true,22208,569304,7.998826,0,,false,,0,
blind-00458,0,benign_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|has_security_directory|benign_label_malware_like_static_shape,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,38063352,7.999530,ok,5,.text|.rdata|.data|.ndata|.rsrc,true,160,true,169992,true,10280,37858552,7.999995,0,,false,,0,
blind-00514,0,benign_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|has_security_directory|benign_label_malware_like_static_shape,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,1829000,7.795341,ok,5,.text|.rdata|.data|.ndata|.rsrc,true,160,true,274008,true,13584,1519752,7.998464,0,,false,,0,
blind-00586,0,benign_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|has_security_directory|benign_label_malware_like_static_shape,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,930088,7.889119,ok,5,.text|.rdata|.data|.ndata|.rsrc,true,180,true,95512,true,16768,803624,7.999511,0,,false,,0,
